nome,idade,salario
Cliente1354,59,4080
Cliente1355,,3050
Cliente1356,61,4120
Cliente1357,62,4140
,58,4070
Cliente1359,64,4180
Cliente1360,,3100
Cliente1361,26,4220
Cliente1362,27,4240
Cliente1363,28,4260
Cliente1364,39,
Cliente1365,,3150
Cliente1366,31,4320
Cliente1367,32,4340
Cliente1368,33,4360
Cliente1369,34,4380
Cliente1370,,3200
Cliente1371,36,4420
,32,4280
Cliente1373,38,4460
Cliente1374,39,4480
Cliente1375,,3250
Cliente1376,41,4520
Cliente1377,42,4540
Cliente1378,43,4560
,39,4385
Cliente1380,,3300
Cliente1381,46,4620
Cliente1382,47,4640
Cliente1383,48,4660
Cliente1384,49,4680
Cliente1385,,3350
,46,3590
Cliente1387,52,4740
Cliente1388,53,4760
Cliente1389,54,4780
Cliente1390,,3400
Cliente1391,56,4820
Cliente1392,57,4840
,53,3695
Cliente1394,59,4880
Cliente1395,,3450
Cliente1396,61,4920
Cliente1397,42,
Cliente1398,63,4960
Cliente1399,64,4980
Cliente1400,,3000
Cliente1401,26,3020
Cliente1402,27,3040
Cliente1403,28,3060
Cliente1404,29,3080
Cliente1405,,3050
Cliente1406,31,3120
,27,3905
Cliente1408,53,
Cliente1409,34,3180
Cliente1410,,3100
Cliente1411,36,3220
Cliente1412,37,3240
Cliente1413,38,3260
,34,4010
Cliente1415,,3150
Cliente1416,41,3320
Cliente1417,42,3340
Cliente1418,43,3360
Cliente1419,34,
Cliente1420,,3200
,41,4115
Cliente1422,47,3440
Cliente1423,48,3460
Cliente1424,49,3480
Cliente1425,,3250
Cliente1426,51,3520
Cliente1427,52,3540
,48,4220
Cliente1429,54,3580
Cliente1430,,3300
Cliente1431,56,3620
Cliente1432,57,3640
Cliente1433,58,3660
Cliente1434,59,3680
Cliente1435,,3350
Cliente1436,61,3720
Cliente1437,62,3740
Cliente1438,63,3760
Cliente1439,64,3780
Cliente1440,,3400
Cliente1441,26,
,22,3530
Cliente1443,28,3860
Cliente1444,29,3880
Cliente1445,,3450
Cliente1446,31,3920
Cliente1447,32,3940
Cliente1448,33,3960
,29,3635
Cliente1450,,3000
Cliente1451,36,4020
Cliente1452,37,
Cliente1453,38,4060
Cliente1454,39,4080
Cliente1455,,3050
,36,3740
Cliente1457,42,4140
Cliente1458,43,4160
Cliente1459,44,4180
Cliente1460,,3100
Cliente1461,46,4220
Cliente1462,47,4240
,43,3845
Cliente1464,49,4280
Cliente1465,,3150
Cliente1466,51,4320
Cliente1467,52,4340
Cliente1468,53,4360
Cliente1469,54,4380
Cliente1470,,3200
Cliente1471,56,4420
Cliente1472,57,4440
Cliente1473,58,4460
Cliente1474,29,
Cliente1475,,3250
Cliente1476,61,4520
,57,4055
Cliente1478,63,4560
Cliente1479,64,4580
Cliente1480,,3300
Cliente1481,26,4620
Cliente1482,27,4640
Cliente1483,28,4660
,24,4160
Cliente1485,,3350
Cliente1486,31,4720
Cliente1487,32,4740
Cliente1488,33,4760
Cliente1489,34,4780
Cliente1490,,3400
,31,4265
Cliente1492,37,4840
Cliente1493,38,4860
Cliente1494,39,4880
Cliente1495,,3450
Cliente1496,51,
Cliente1497,42,4940
,38,4370
Cliente1499,44,4980
Cliente1500,,3000
Cliente1501,46,3020
Cliente1502,47,3040
Cliente1503,48,3060
Cliente1504,49,3080
Cliente1505,,3050
Cliente1506,51,3120
Cliente1507,32,
Cliente1508,53,3160
Cliente1509,54,3180
Cliente1510,,3100
Cliente1511,56,3220
,52,3680
Cliente1513,58,3260
Cliente1514,59,3280
Cliente1515,,3150
Cliente1516,61,3320
Cliente1517,62,3340
Cliente1518,43,
,59,3785
Cliente1520,,3200
Cliente1521,26,3420
Cliente1522,27,3440
Cliente1523,28,3460
Cliente1524,29,3480
Cliente1525,,3250
,26,3890
Cliente1527,32,3540
Cliente1528,33,3560
Cliente1529,54,
Cliente1530,,3300
Cliente1531,36,3620
Cliente1532,37,3640
,33,3995
Cliente1534,39,3680
Cliente1535,,3350
Cliente1536,41,3720
Cliente1537,42,3740
Cliente1538,43,3760
Cliente1539,44,3780
Cliente1540,,3400
Cliente1541,46,3820
Cliente1542,47,3840
Cliente1543,48,3860
Cliente1544,49,3880
Cliente1545,,3450
Cliente1546,51,3920
,47,4205
Cliente1548,53,3960
Cliente1549,54,3980
Cliente1550,,3000
Cliente1551,46,
Cliente1552,57,4040
Cliente1553,58,4060
,54,4310
Cliente1555,,3050
Cliente1556,61,4120
Cliente1557,62,4140
Cliente1558,63,4160
Cliente1559,64,4180
Cliente1560,,3100
,21,3515
Cliente1562,27,
Cliente1563,28,4260
Cliente1564,29,4280
Cliente1565,,3150
Cliente1566,31,4320
Cliente1567,32,4340
,28,3620
Cliente1569,34,4380
Cliente1570,,3200
Cliente1571,36,4420
Cliente1572,37,4440
Cliente1573,38,
Cliente1574,39,4480
Cliente1575,,3250
Cliente1576,41,4520
Cliente1577,42,4540
Cliente1578,43,4560
Cliente1579,44,4580
Cliente1580,,3300
Cliente1581,46,4620
,42,3830
Cliente1583,48,4660
Cliente1584,49,
Cliente1585,,3350
Cliente1586,51,4720
Cliente1587,52,4740
Cliente1588,53,4760
,49,3935
Cliente1590,,3400
Cliente1591,56,4820
Cliente1592,57,4840
Cliente1593,58,4860
Cliente1594,59,4880
Cliente1595,,3450
,56,4040
Cliente1597,62,4940
Cliente1598,63,4960
Cliente1599,64,4980
Cliente1600,,3000
Cliente1601,26,3020
Cliente1602,27,3040
,23,4145
Cliente1604,29,3080
Cliente1605,,3050
Cliente1606,41,
Cliente1607,32,3140
Cliente1608,33,3160
Cliente1609,34,3180
Cliente1610,,3100
Cliente1611,36,3220
Cliente1612,37,3240
Cliente1613,38,3260
Cliente1614,39,3280
Cliente1615,,3150
Cliente1616,41,3320
,37,4355
Cliente1618,43,3360
Cliente1619,44,3380
Cliente1620,,3200
Cliente1621,46,3420
Cliente1622,47,3440
Cliente1623,48,3460
,44,3560
Cliente1625,,3250
Cliente1626,51,3520
Cliente1627,52,3540
Cliente1628,33,
Cliente1629,54,3580
Cliente1630,,3300
,51,3665
Cliente1632,57,3640
Cliente1633,58,3660
Cliente1634,59,3680
Cliente1635,,3350
Cliente1636,61,3720
Cliente1637,62,3740
,58,3770
Cliente1639,44,
Cliente1640,,3400
Cliente1641,26,3820
Cliente1642,27,3840
Cliente1643,28,3860
Cliente1644,29,3880
Cliente1645,,3450
Cliente1646,31,3920
Cliente1647,32,3940
Cliente1648,33,3960
Cliente1649,34,3980
Cliente1650,,3000
Cliente1651,36,4020
,32,3980
Cliente1653,38,4060
Cliente1654,39,4080
Cliente1655,,3050
Cliente1656,41,4120
Cliente1657,42,4140
Cliente1658,43,4160
,39,4085
Cliente1660,,3100
Cliente1661,36,
Cliente1662,47,4240
Cliente1663,48,4260
Cliente1664,49,4280
Cliente1665,,3150
,46,4190
Cliente1667,52,4340
Cliente1668,53,4360
Cliente1669,54,4380
Cliente1670,,3200
Cliente1671,56,4420
Cliente1672,47,
,53,4295
Cliente1674,59,4480
Cliente1675,,3250
Cliente1676,61,4520
Cliente1677,62,4540
Cliente1678,63,4560
Cliente1679,64,4580
Cliente1680,,3300
Cliente1681,26,4620
Cliente1682,27,4640
Cliente1683,28,
Cliente1684,29,4680
Cliente1685,,3350
Cliente1686,31,4720
,27,3605
Cliente1688,33,4760
Cliente1689,34,4780
Cliente1690,,3400
Cliente1691,36,4820
Cliente1692,37,4840
Cliente1693,38,4860
,34,3710
Cliente1695,,3450
Cliente1696,41,4920
Cliente1697,42,4940
Cliente1698,43,4960
Cliente1699,44,4980
Cliente1700,,3000
,41,3815
Cliente1702,47,3040
Cliente1703,48,3060
Cliente1704,49,3080
Cliente1705,,3050
Cliente1706,51,3120
Cliente1707,52,3140
,48,3920
Cliente1709,54,3180
Cliente1710,,3100
Cliente1711,56,3220
Cliente1712,57,3240
Cliente1713,58,3260
Cliente1714,59,3280
Cliente1715,,3150
Cliente1716,31,
Cliente1717,62,3340
Cliente1718,63,3360
Cliente1719,64,3380
Cliente1720,,3200
Cliente1721,26,3420
,22,4130
Cliente1723,28,3460
Cliente1724,29,3480
Cliente1725,,3250
Cliente1726,31,3520
Cliente1727,42,
Cliente1728,33,3560
,29,4235
Cliente1730,,3300
Cliente1731,36,3620
Cliente1732,37,3640
Cliente1733,38,3660
Cliente1734,39,3680
Cliente1735,,3350
,36,4340
Cliente1737,42,3740
Cliente1738,53,
Cliente1739,44,3780
Cliente1740,,3400
Cliente1741,46,3820
Cliente1742,47,3840
,43,3545
Cliente1744,49,3880
Cliente1745,,3450
Cliente1746,51,3920
Cliente1747,52,3940
Cliente1748,53,3960
Cliente1749,34,
Cliente1750,,3000
Cliente1751,56,4020
Cliente1752,57,4040
Cliente1753,58,4060
Cliente1754,59,4080
Cliente1755,,3050
Cliente1756,61,4120
,57,3755
Cliente1758,63,4160
Cliente1759,64,4180
Cliente1760,,3100
Cliente1761,26,4220
Cliente1762,27,4240
Cliente1763,28,4260
,24,3860
Cliente1765,,3150
Cliente1766,31,4320
Cliente1767,32,4340
Cliente1768,33,4360
Cliente1769,34,4380
Cliente1770,,3200
,31,3965
Cliente1772,37,4440
Cliente1773,38,4460
Cliente1774,39,4480
Cliente1775,,3250
Cliente1776,41,4520
Cliente1777,42,4540
,38,4070
Cliente1779,44,4580
Cliente1780,,3300
Cliente1781,46,4620
Cliente1782,37,
Cliente1783,48,4660
Cliente1784,49,4680
Cliente1785,,3350
Cliente1786,51,4720
Cliente1787,52,4740
Cliente1788,53,4760
Cliente1789,54,4780
Cliente1790,,3400
Cliente1791,56,4820
,52,4280
Cliente1793,48,
Cliente1794,59,4880
Cliente1795,,3450
Cliente1796,61,4920
Cliente1797,62,4940
Cliente1798,63,4960
,59,4385
Cliente1800,,3000
Cliente1801,26,3020
Cliente1802,27,3040
Cliente1803,28,3060
Cliente1804,29,
Cliente1805,,3050
,26,3590
Cliente1807,32,3140
Cliente1808,33,3160
Cliente1809,34,3180
Cliente1810,,3100
Cliente1811,36,3220
Cliente1812,37,3240
,33,3695
Cliente1814,39,3280
Cliente1815,,3150
Cliente1816,41,3320
Cliente1817,42,3340
Cliente1818,43,3360
Cliente1819,44,3380
Cliente1820,,3200
Cliente1821,46,3420
Cliente1822,47,3440
Cliente1823,48,3460
Cliente1824,49,3480
Cliente1825,,3250
Cliente1826,51,
,47,3905
Cliente1828,53,3560
Cliente1829,54,3580
Cliente1830,,3300
Cliente1831,56,3620
Cliente1832,57,3640
Cliente1833,58,3660
,54,4010
Cliente1835,,3350
Cliente1836,61,3720
Cliente1837,32,
Cliente1838,63,3760
Cliente1839,64,3780
Cliente1840,,3400
,21,4115
Cliente1842,27,3840
Cliente1843,28,3860
Cliente1844,29,3880
Cliente1845,,3450
Cliente1846,31,3920
Cliente1847,32,3940
,28,4220
Cliente1849,34,3980
Cliente1850,,3000
Cliente1851,36,4020
Cliente1852,37,4040
Cliente1853,38,4060
Cliente1854,39,4080
Cliente1855,,3050
Cliente1856,41,4120
Cliente1857,42,4140
Cliente1858,43,4160
Cliente1859,54,
Cliente1860,,3100
Cliente1861,46,4220
,42,3530
Cliente1863,48,4260
Cliente1864,49,4280
Cliente1865,,3150
Cliente1866,51,4320
Cliente1867,52,4340
Cliente1868,53,4360
,49,3635
Cliente1870,,3200
Cliente1871,56,4420
Cliente1872,57,4440
Cliente1873,58,4460
Cliente1874,59,4480
Cliente1875,,3250
,56,3740
Cliente1877,62,4540
Cliente1878,63,4560
Cliente1879,64,4580
Cliente1880,,3300
Cliente1881,46,
Cliente1882,27,4640
,23,3845
Cliente1884,29,4680
Cliente1885,,3350
Cliente1886,31,4720
Cliente1887,32,4740
Cliente1888,33,4760
Cliente1889,34,4780
Cliente1890,,3400
Cliente1891,36,4820
Cliente1892,27,
Cliente1893,38,4860
Cliente1894,39,4880
Cliente1895,,3450
Cliente1896,41,4920
,37,4055
Cliente1898,43,4960
Cliente1899,44,4980
Cliente1900,,3000
Cliente1901,46,3020
Cliente1902,47,3040
Cliente1903,38,
,44,4160
Cliente1905,,3050
Cliente1906,51,3120
Cliente1907,52,3140
Cliente1908,53,3160
Cliente1909,54,3180
Cliente1910,,3100
,51,4265
Cliente1912,57,3240
Cliente1913,58,3260
Cliente1914,49,
Cliente1915,,3150
Cliente1916,61,3320
Cliente1917,62,3340
,58,4370
Cliente1919,64,3380
Cliente1920,,3200
Cliente1921,26,3420
Cliente1922,27,3440
Cliente1923,28,3460
Cliente1924,29,3480
Cliente1925,,3250
Cliente1926,31,3520
Cliente1927,32,3540
Cliente1928,33,3560
Cliente1929,34,3580
Cliente1930,,3300
Cliente1931,36,3620
,32,3680
Cliente1933,38,3660
Cliente1934,39,3680
Cliente1935,,3350
Cliente1936,41,
Cliente1937,42,3740
Cliente1938,43,3760
,39,3785
Cliente1940,,3400
Cliente1941,46,3820
Cliente1942,47,3840
Cliente1943,48,3860
Cliente1944,49,3880
Cliente1945,,3450
,46,3890
Cliente1947,52,
Cliente1948,53,3960
Cliente1949,54,3980
Cliente1950,,3000
Cliente1951,56,4020
Cliente1952,57,4040
,53,3995
Cliente1954,59,4080
Cliente1955,,3050
Cliente1956,61,4120
Cliente1957,62,4140
Cliente1958,33,
Cliente1959,64,4180
Cliente1960,,3100
Cliente1961,26,4220
Cliente1962,27,4240
Cliente1963,28,4260
Cliente1964,29,4280
Cliente1965,,3150
Cliente1966,31,4320
,27,4205
Cliente1968,33,4360
Cliente1969,44,
Cliente1970,,3200
Cliente1971,36,4420
Cliente1972,37,4440
Cliente1973,38,4460
,34,4310
Cliente1975,,3250
Cliente1976,41,4520
Cliente1977,42,4540
Cliente1978,43,4560
Cliente1979,44,4580
Cliente1980,,3300
,41,3515
Cliente1982,47,4640
Cliente1983,48,4660
Cliente1984,49,4680
Cliente1985,,3350
Cliente1986,51,4720
Cliente1987,52,4740
,48,3620
Cliente1989,54,4780
Cliente1990,,3400
Cliente1991,36,
Cliente1992,57,4840
Cliente1993,58,4860
Cliente1994,59,4880
Cliente1995,,3450
Cliente1996,61,4920
Cliente1997,62,4940
Cliente1998,63,4960
Cliente1999,64,4980
Cliente2000,,3000
Cliente2001,26,3020
,22,3830
Cliente2003,28,3060
Cliente2004,29,3080
Cliente2005,,3050
Cliente2006,31,3120
Cliente2007,32,3140
Cliente2008,33,3160
,29,3935
Cliente2010,,3100
Cliente2011,36,3220
Cliente2012,37,3240
Cliente2013,28,
Cliente2014,39,3280
Cliente2015,,3150
,36,4040
Cliente2017,42,3340
Cliente2018,43,3360
Cliente2019,44,3380
Cliente2020,,3200
Cliente2021,46,3420
Cliente2022,47,3440
,43,4145
Cliente2024,39,
Cliente2025,,3250
Cliente2026,51,3520
Cliente2027,52,3540
Cliente2028,53,3560
Cliente2029,54,3580
Cliente2030,,3300
Cliente2031,56,3620
Cliente2032,57,3640
Cliente2033,58,3660
Cliente2034,59,3680
Cliente2035,,3350
Cliente2036,61,3720
,57,4355
Cliente2038,63,3760
Cliente2039,64,3780
Cliente2040,,3400
Cliente2041,26,3820
Cliente2042,27,3840
Cliente2043,28,3860
,24,3560
Cliente2045,,3450
Cliente2046,31,
Cliente2047,32,3940
Cliente2048,33,3960
Cliente2049,34,3980
Cliente2050,,3000
,31,3665
Cliente2052,37,4040
Cliente2053,38,4060
Cliente2054,39,4080
Cliente2055,,3050
Cliente2056,41,4120
Cliente2057,42,
,38,3770
Cliente2059,44,4180
Cliente2060,,3100
Cliente2061,46,4220
Cliente2062,47,4240
Cliente2063,48,4260
Cliente2064,49,4280
Cliente2065,,3150
Cliente2066,51,4320
Cliente2067,52,4340
Cliente2068,53,
Cliente2069,54,4380
Cliente2070,,3200
Cliente2071,56,4420
,52,3980
Cliente2073,58,4460
Cliente2074,59,4480
Cliente2075,,3250
Cliente2076,61,4520
Cliente2077,62,4540
Cliente2078,63,4560
,59,4085
Cliente2080,,3300
Cliente2081,26,4620
Cliente2082,27,4640
Cliente2083,28,4660
Cliente2084,29,4680
Cliente2085,,3350
,26,4190
Cliente2087,32,4740
Cliente2088,33,4760
Cliente2089,34,4780
Cliente2090,,3400
Cliente2091,36,4820
Cliente2092,37,4840
,33,4295
Cliente2094,39,4880
Cliente2095,,3450
Cliente2096,41,4920
Cliente2097,42,4940
Cliente2098,43,4960
Cliente2099,44,4980
Cliente2100,,3000
Cliente2101,26,
Cliente2102,47,3040
Cliente2103,48,3060
Cliente2104,49,3080
Cliente2105,,3050
Cliente2106,51,3120
,47,3605
Cliente2108,53,3160
Cliente2109,54,3180
Cliente2110,,3100
Cliente2111,56,3220
Cliente2112,37,
Cliente2113,58,3260
,54,3710
Cliente2115,,3150
Cliente2116,61,3320
Cliente2117,62,3340
Cliente2118,63,3360
Cliente2119,64,3380
Cliente2120,,3200
,21,3815
Cliente2122,27,3440
Cliente2123,48,
Cliente2124,29,3480
Cliente2125,,3250
Cliente2126,31,3520
Cliente2127,32,3540
,28,3920
Cliente2129,34,3580
Cliente2130,,3300
Cliente2131,36,3620
Cliente2132,37,3640
Cliente2133,38,3660
Cliente2134,29,
Cliente2135,,3350
Cliente2136,41,3720
Cliente2137,42,3740
Cliente2138,43,3760
Cliente2139,44,3780
Cliente2140,,3400
Cliente2141,46,3820
,42,4130
Cliente2143,48,3860
Cliente2144,49,3880
Cliente2145,,3450
Cliente2146,51,3920
Cliente2147,52,3940
Cliente2148,53,3960
,49,4235
Cliente2150,,3000
Cliente2151,56,4020
Cliente2152,57,4040
Cliente2153,58,4060
Cliente2154,59,4080
Cliente2155,,3050
,56,4340
Cliente2157,62,4140
Cliente2158,63,4160
Cliente2159,64,4180
Cliente2160,,3100
Cliente2161,26,4220
Cliente2162,27,4240
,23,3545
Cliente2164,29,4280
Cliente2165,,3150
Cliente2166,31,4320
Cliente2167,32,
Cliente2168,33,4360
Cliente2169,34,4380
Cliente2170,,3200
Cliente2171,36,4420
Cliente2172,37,4440
Cliente2173,38,4460
Cliente2174,39,4480
Cliente2175,,3250
Cliente2176,41,4520
,37,3755
Cliente2178,43,
Cliente2179,44,4580
Cliente2180,,3300
Cliente2181,46,4620
Cliente2182,47,4640
Cliente2183,48,4660
,44,3860
Cliente2185,,3350
Cliente2186,51,4720
Cliente2187,52,4740
Cliente2188,53,4760
Cliente2189,54,
Cliente2190,,3400
,51,3965
Cliente2192,57,4840
Cliente2193,58,4860
Cliente2194,59,4880
Cliente2195,,3450
Cliente2196,61,4920
Cliente2197,62,4940
,58,4070
Cliente2199,64,4980
Cliente2200,,3000
Cliente2201,26,3020
Cliente2202,27,3040
Cliente2203,28,3060
Cliente2204,29,3080
Cliente2205,,3050
Cliente2206,31,3120
Cliente2207,32,3140
Cliente2208,33,3160
Cliente2209,34,3180
Cliente2210,,3100
Cliente2211,46,
,32,4280
Cliente2213,38,3260
Cliente2214,39,3280
Cliente2215,,3150
Cliente2216,41,3320
Cliente2217,42,3340
Cliente2218,43,3360
,39,4385
Cliente2220,,3200
Cliente2221,46,3420
Cliente2222,27,
Cliente2223,48,3460
Cliente2224,49,3480
Cliente2225,,3250
,46,3590
Cliente2227,52,3540
Cliente2228,53,3560
Cliente2229,54,3580
Cliente2230,,3300
Cliente2231,56,3620
Cliente2232,57,3640
,53,3695
Cliente2234,59,3680
Cliente2235,,3350
Cliente2236,61,3720
Cliente2237,62,3740
Cliente2238,63,3760
Cliente2239,64,3780
Cliente2240,,3400
Cliente2241,26,3820
Cliente2242,27,3840
Cliente2243,28,3860
Cliente2244,49,
Cliente2245,,3450
Cliente2246,31,3920
,27,3905
Cliente2248,33,3960
Cliente2249,34,3980
Cliente2250,,3000
Cliente2251,36,4020
Cliente2252,37,4040
Cliente2253,38,4060
,34,4010
Cliente2255,,3050
Cliente2256,41,4120
Cliente2257,42,4140
Cliente2258,43,4160
Cliente2259,44,4180
Cliente2260,,3100
,41,4115
Cliente2262,47,4240
Cliente2263,48,4260
Cliente2264,49,4280
Cliente2265,,3150
Cliente2266,41,
Cliente2267,52,4340
,48,4220
Cliente2269,54,4380
Cliente2270,,3200
Cliente2271,56,4420
Cliente2272,57,4440
Cliente2273,58,4460
Cliente2274,59,4480
Cliente2275,,3250
Cliente2276,61,4520
Cliente2277,52,
Cliente2278,63,4560
Cliente2279,64,4580
Cliente2280,,3300
Cliente2281,26,4620
,22,3530
Cliente2283,28,4660
Cliente2284,29,4680
Cliente2285,,3350
Cliente2286,31,4720
Cliente2287,32,4740
Cliente2288,33,
,29,3635
Cliente2290,,3400
Cliente2291,36,4820
Cliente2292,37,4840
Cliente2293,38,4860
Cliente2294,39,4880
Cliente2295,,3450
,36,3740
Cliente2297,42,4940
Cliente2298,43,4960
Cliente2299,44,
Cliente2300,,3000
Cliente2301,46,3020
Cliente2302,47,3040
,43,3845
Cliente2304,49,3080
Cliente2305,,3050
Cliente2306,51,3120
Cliente2307,52,3140
Cliente2308,53,3160
Cliente2309,54,3180
Cliente2310,,3100
Cliente2311,56,3220
Cliente2312,57,3240
Cliente2313,58,3260
Cliente2314,59,3280
Cliente2315,,3150
Cliente2316,61,3320
,57,4055
Cliente2318,63,3360
Cliente2319,64,3380
Cliente2320,,3200
Cliente2321,36,
Cliente2322,27,3440
Cliente2323,28,3460
,24,4160
Cliente2325,,3250
Cliente2326,31,3520
Cliente2327,32,3540
Cliente2328,33,3560
Cliente2329,34,3580
Cliente2330,,3300
,31,4265
Cliente2332,47,
Cliente2333,38,3660
Cliente2334,39,3680
Cliente2335,,3350
Cliente2336,41,3720
Cliente2337,42,3740
,38,4370
Cliente2339,44,3780
Cliente2340,,3400
Cliente2341,46,3820
Cliente2342,47,3840
Cliente2343,28,
Cliente2344,49,3880
Cliente2345,,3450
Cliente2346,51,3920
Cliente2347,52,3940
Cliente2348,53,3960
Cliente2349,54,3980
Cliente2350,,3000
Cliente2351,56,4020
,52,3680
Cliente2353,58,4060
Cliente2354,39,
Cliente2355,,3050
Cliente2356,61,4120
Cliente2357,62,4140
Cliente2358,63,4160
,59,3785
Cliente2360,,3100
Cliente2361,26,4220
Cliente2362,27,4240
Cliente2363,28,4260
Cliente2364,29,4280
Cliente2365,,3150
,26,3890
Cliente2367,32,4340
Cliente2368,33,4360
Cliente2369,34,4380
Cliente2370,,3200
Cliente2371,36,4420
Cliente2372,37,4440
,33,3995
Cliente2374,39,4480
Cliente2375,,3250
Cliente2376,31,
Cliente2377,42,4540
Cliente2378,43,4560
Cliente2379,44,4580
Cliente2380,,3300
Cliente2381,46,4620
Cliente2382,47,4640
Cliente2383,48,4660
Cliente2384,49,4680
Cliente2385,,3350
Cliente2386,51,4720
,47,4205
Cliente2388,53,4760
Cliente2389,54,4780
Cliente2390,,3400
Cliente2391,56,4820
Cliente2392,57,4840
Cliente2393,58,4860
,54,4310
Cliente2395,,3450
Cliente2396,61,4920
Cliente2397,62,4940
Cliente2398,53,
Cliente2399,64,4980
Cliente2400,,3000
,21,3515
Cliente2402,27,3040
Cliente2403,28,3060
Cliente2404,29,3080
Cliente2405,,3050
Cliente2406,31,3120
Cliente2407,32,3140
,28,3620
Cliente2409,34,
Cliente2410,,3100
Cliente2411,36,3220
Cliente2412,37,3240
Cliente2413,38,3260
Cliente2414,39,3280
Cliente2415,,3150
Cliente2416,41,3320
Cliente2417,42,3340
Cliente2418,43,3360
Cliente2419,44,3380
Cliente2420,,3200
Cliente2421,46,3420
,42,3830
Cliente2423,48,3460
Cliente2424,49,3480
Cliente2425,,3250
Cliente2426,51,3520
Cliente2427,52,3540
Cliente2428,53,3560
,49,3935
Cliente2430,,3300
Cliente2431,26,
Cliente2432,57,3640
Cliente2433,58,3660
Cliente2434,59,3680
Cliente2435,,3350
,56,4040
Cliente2437,62,3740
Cliente2438,63,3760
Cliente2439,64,3780
Cliente2440,,3400
Cliente2441,26,3820
Cliente2442,37,
,23,4145
Cliente2444,29,3880
Cliente2445,,3450
Cliente2446,31,3920
Cliente2447,32,3940
Cliente2448,33,3960
Cliente2449,34,3980
Cliente2450,,3000
Cliente2451,36,4020
Cliente2452,37,4040
Cliente2453,48,
Cliente2454,39,4080
Cliente2455,,3050
Cliente2456,41,4120
,37,4355
Cliente2458,43,4160
Cliente2459,44,4180
Cliente2460,,3100
Cliente2461,46,4220
Cliente2462,47,4240
Cliente2463,48,4260
,44,3560
Cliente2465,,3150
Cliente2466,51,4320
Cliente2467,52,4340
Cliente2468,53,4360
Cliente2469,54,4380
Cliente2470,,3200
,51,3665
Cliente2472,57,4440
Cliente2473,58,4460
Cliente2474,59,4480
Cliente2475,,3250
Cliente2476,61,4520
Cliente2477,62,4540
,58,3770
Cliente2479,64,4580
Cliente2480,,3300
Cliente2481,26,4620
Cliente2482,27,4640
Cliente2483,28,4660
Cliente2484,29,4680
Cliente2485,,3350
Cliente2486,51,
Cliente2487,32,4740
Cliente2488,33,4760
Cliente2489,34,4780
Cliente2490,,3400
Cliente2491,36,4820
,32,3980
Cliente2493,38,4860
Cliente2494,39,4880
Cliente2495,,3450
Cliente2496,41,4920
Cliente2497,32,
Cliente2498,43,4960
,39,4085
Cliente2500,,3000
Cliente2501,46,3020
Cliente2502,47,3040
Cliente2503,48,3060
Cliente2504,49,3080
Cliente2505,,3050
,46,4190
Cliente2507,52,3140
Cliente2508,43,
Cliente2509,54,3180
Cliente2510,,3100
Cliente2511,56,3220
Cliente2512,57,3240
,53,4295
Cliente2514,59,3280
Cliente2515,,3150
Cliente2516,61,3320
Cliente2517,62,3340
Cliente2518,63,3360
Cliente2519,54,
Cliente2520,,3200
Cliente2521,26,3420
Cliente2522,27,3440
Cliente2523,28,3460
Cliente2524,29,3480
Cliente2525,,3250
Cliente2526,31,3520
,27,3605
Cliente2528,33,3560
Cliente2529,34,3580
Cliente2530,,3300
Cliente2531,36,3620
Cliente2532,37,3640
Cliente2533,38,3660
,34,3710
Cliente2535,,3350
Cliente2536,41,3720
Cliente2537,42,3740
Cliente2538,43,3760
Cliente2539,44,3780
Cliente2540,,3400
,41,3815
Cliente2542,47,3840
Cliente2543,48,3860
Cliente2544,49,3880
Cliente2545,,3450
Cliente2546,51,3920
Cliente2547,52,3940
,48,3920
Cliente2549,54,3980
Cliente2550,,3000
Cliente2551,56,4020
Cliente2552,27,
Cliente2553,58,4060
Cliente2554,59,4080
Cliente2555,,3050
Cliente2556,61,4120
Cliente2557,62,4140
Cliente2558,63,4160
Cliente2559,64,4180
Cliente2560,,3100
Cliente2561,26,4220
,22,4130
Cliente2563,38,
Cliente2564,29,4280
Cliente2565,,3150
Cliente2566,31,4320
Cliente2567,32,4340
Cliente2568,33,4360
,29,4235
Cliente2570,,3200
Cliente2571,36,4420
Cliente2572,37,4440
Cliente2573,38,4460
Cliente2574,49,
Cliente2575,,3250
,36,4340
Cliente2577,42,4540
Cliente2578,43,4560
Cliente2579,44,4580
Cliente2580,,3300
Cliente2581,46,4620
Cliente2582,47,4640
,43,3545
Cliente2584,49,4680
Cliente2585,,3350
Cliente2586,51,4720
Cliente2587,52,4740
Cliente2588,53,4760
Cliente2589,54,4780
Cliente2590,,3400
Cliente2591,56,4820
Cliente2592,57,4840
Cliente2593,58,4860
Cliente2594,59,4880
Cliente2595,,3450
Cliente2596,41,
,57,3755
Cliente2598,63,4960
Cliente2599,64,4980
Cliente2600,,3000
Cliente2601,26,3020
Cliente2602,27,3040
Cliente2603,28,3060
,24,3860
Cliente2605,,3050
Cliente2606,31,3120
Cliente2607,52,
Cliente2608,33,3160
Cliente2609,34,3180
Cliente2610,,3100
,31,3965
Cliente2612,37,3240
Cliente2613,38,3260
Cliente2614,39,3280
Cliente2615,,3150
Cliente2616,41,3320
Cliente2617,42,3340
,38,4070
Cliente2619,44,3380
Cliente2620,,3200
Cliente2621,46,3420
Cliente2622,47,3440
Cliente2623,48,3460
Cliente2624,49,3480
Cliente2625,,3250
